@relation winewhite
@attribute Al real [8.0E7, 1.42E8]
@attribute Ch real [90000.0, 3460000.0]
@attribute Ci real [0.0, 1.66E7]
@attribute De real [9870000.0, 1.04E7]
@attribute Fi real [3.8E7, 1.42E8]
@attribute Fr real [2.0E7, 2.89E9]
@attribute Re real [6000000.0, 6.58E8]
@attribute Su real [2200000.0, 1.08E7]
@attribute To real [9.0E7, 4.4E9]
@attribute Vo real [800000.0, 1.1E7]
@attribute Ph real [2.72E7, 3.82E7]
@attribute Qu real [3.0E7, 9.0E7]
@inputs Al, Ch, Ci, De, Fi, Fr, Re, Su, To, Vo, Ph
@outputs Qu
@data
1.05E8, 390000.0, 4900000.0, 9930000.0, 7.3E7, 3.4E8, 1.3E7, 7700000.0, 1.36E9, 1550000.0, 3.14E7, 6.0E7
1.2E8, 350000.0, 4900000.0, 9940000.0, 8.4E7, 2.2E8, 7.8E7, 3400000.0, 9.5E8, 2300000.0, 3.04E7, 6.0E7
8.7E7, 370000.0, 7400000.0, 9980000.0, 7.2E7, 4.7E8, 1.25E8, 4400000.0, 1.56E9, 2700000.0, 3.04E7, 5.0E7
1.28E8, 250000.0, 2400000.0, 9900000.0, 7.1E7, 3.2E8, 1.8E7, 5900000.0, 1.02E9, 3600000.0, 3.34E7, 6.0E7
1.26E8, 380000.0, 4900000.0, 9910000.0, 7.3E7, 4.4E8, 1.8E7, 4400000.0, 1.52E9, 2100000.0, 3.32E7, 7.0E7
9.9E7, 380000.0, 7400000.0, 9950000.0, 6.7E7, 3.5E8, 5.0E7, 4600000.0, 1.57E9, 3000000.0, 3.21E7, 5.0E7
9.7E7, 550000.0, 4900000.0, 9970000.0, 7.4E7, 4.9E8, 8.2E7, 5800000.0, 1.88E9, 3000000.0, 3.52E7, 6.0E7
1.19E8, 390000.0, 4900000.0, 9930000.0, 8.4E7, 4.6E8, 7.4E7, 3300000.0, 1.08E9, 2400000.0, 3.03E7, 7.0E7
9.2E7, 450000.0, 7400000.0, 9960000.0, 6.4E7, 5.2E8, 7.8E7, 4200000.0, 2.09E9, 2500000.0, 3.21E7, 6.0E7
9.2E7, 450000.0, 7400000.0, 9960000.0, 6.4E7, 5.2E8, 7.8E7, 4200000.0, 2.09E9, 2500000.0, 3.21E7, 6.0E7
1.12E8, 360000.0, 7400000.0, 9930000.0, 7.0E7, 2.7E8, 1.5E7, 4800000.0, 1.22E9, 2700000.0, 3.35E7, 6.0E7
1.05E8, 430000.0, 4900000.0, 9950000.0, 8.6E7, 9.0E7, 7.3E7, 5900000.0, 6.3E8, 1600000.0, 3.13E7, 6.0E7
9.2E7, 460000.0, 4900000.0, 9960000.0, 6.4E7, 5.3E8, 7.3E7, 4300000.0, 2.06E9, 2700000.0, 3.24E7, 6.0E7
1.25E8, 310000.0, 4900000.0, 9910000.0, 7.5E7, 4.4E8, 1.7E7, 4600000.0, 1.09E9, 3200000.0, 3.07E7, 6.0E7
9.5E7, 400000.0, 4900000.0, 9940000.0, 5.8E7, 4.4E8, 4.9E7, 3800000.0, 1.18E9, 1900000.0, 3.34E7, 7.0E7
1.08E8, 350000.0, 4900000.0, 9960000.0, 8.0E7, 4.0E8, 1.17E8, 3400000.0, 1.31E9, 2900000.0, 3.14E7, 5.0E7
1.13E8, 270000.0, 4900000.0, 9920000.0, 7.8E7, 2.8E8, 3.2E7, 3200000.0, 8.7E8, 2600000.0, 3.03E7, 7.0E7
1.05E8, 390000.0, 4900000.0, 9930000.0, 9.0E7, 4.6E8, 1.0E7, 5100000.0, 1.31E9, 1700000.0, 3.09E7, 7.0E7
1.14E8, 530000.0, 2400000.0, 9930000.0, 6.9E7, 6.0E7, 1.8E7, 7000000.0, 1.21E9, 2500000.0, 3.23E7, 5.0E7
1.15E8, 570000.0, 4900000.0, 9930000.0, 8.2E7, 1.4E8, 3.5E7, 3500000.0, 1.08E9, 2000000.0, 3.19E7, 6.0E7
1.02E8, 490000.0, 4900000.0, 9970000.0, 8.1E7, 5.0E8, 1.23E8, 5700000.0, 1.44E9, 3000000.0, 3.09E7, 7.0E7
1.28E8, 440000.0, 4900000.0, 9910000.0, 7.6E7, 2.7E8, 3.95E7, 6700000.0, 1.31E9, 3100000.0, 3.08E7, 7.0E7
1.03E8, 470000.0, 4900000.0, 9950000.0, 6.7E7, 5.4E8, 8.3E7, 4000000.0, 1.91E9, 2600000.0, 3.23E7, 6.0E7
1.15E8, 360000.0, 3700000.0, 9910000.0, 6.5E7, 4.8E8, 1.0E7, 5100000.0, 1.14E9, 1300000.0, 3.41E7, 8.0E7
9.3E7, 1380000.0, 3100000.0, 9950000.0, 6.6E7, 4.1E8, 4.8E7, 3800000.0, 1.68E9, 2600000.0, 3.2E7, 5.0E7
1.03E8, 460000.0, 2900000.0, 9960000.0, 6.8E7, 8.2E8, 8.9E7, 4400000.0, 1.88E9, 2200000.0, 3.3E7, 6.0E7
8.9E7, 470000.0, 3200000.0, 9960000.0, 6.2E7, 6.5E8, 8.8E7, 4700000.0, 2.24E9, 2700000.0, 3.17E7, 5.0E7
1.03E8, 330000.0, 3600000.0, 9970000.0, 7.9E7, 4.3E8, 1.11E8, 4600000.0, 2.08E9, 2900000.0, 3.14E7, 5.0E7
1.01E8, 590000.0, 2700000.0, 9960000.0, 6.6E7, 2.3E8, 6.2E7, 4900000.0, 1.36E9, 3400000.0, 3.3E7, 6.0E7
1.15E8, 400000.0, 3400000.0, 9910000.0, 6.5E7, 4.3E8, 1.6E7, 5900000.0, 1.48E9, 1800000.0, 3.32E7, 8.0E7
9.9E7, 440000.0, 3200000.0, 9920000.0, 6.8E7, 1.9E8, 1.5E7, 4300000.0, 1.42E9, 2700000.0, 3.1E7, 6.0E7
1.19E8, 310000.0, 400000.0, 9910000.0, 6.6E7, 4.8E8, 2.5E7, 3200000.0, 1.11E9, 5450000.0, 3.14E7, 5.0E7
1.11E8, 410000.0, 3100000.0, 9910000.0, 8.1E7, 4.9E8, 1.1E7, 4500000.0, 1.23E9, 3000000.0, 2.99E7, 6.0E7
9.6E7, 570000.0, 3000000.0, 9980000.0, 6.9E7, 5.0E8, 9.6E7, 3800000.0, 1.85E9, 1600000.0, 3.39E7, 6.0E7
8.7E7, 520000.0, 2300000.0, 9950000.0, 6.1E7, 1.5E8, 3.1E7, 4200000.0, 1.04E9, 2200000.0, 3.14E7, 5.0E7
1.0E8, 540000.0, 3800000.0, 9950000.0, 7.5E7, 1.9E8, 1.8E7, 4400000.0, 1.01E9, 1500000.0, 3.24E7, 5.0E7
1.14E8, 320000.0, 2900000.0, 9910000.0, 8.4E7, 4.0E7, 1.05E7, 3200000.0, 5.5E8, 2900000.0, 2.91E7, 4.0E7
9.3E7, 530000.0, 2500000.0, 9960000.0, 6.7E7, 5.4E8, 8.0E7, 4300000.0, 2.02E9, 2700000.0, 3.22E7, 5.0E7
9.3E7, 460000.0, 2000000.0, 9960000.0, 6.6E7, 8.1E8, 8.7E7, 4400000.0, 2.24E9, 6200000.0, 3.17E7, 5.0E7
1.02E8, 420000.0, 1900000.0, 9940000.0, 6.4E7, 6.7E8, 5.4E7, 3500000.0, 1.81E9, 2800000.0, 3.31E7, 6.0E7
1.09E8, 590000.0, 2600000.0, 9960000.0, 7.8E7, 3.3E8, 9.9E7, 4200000.0, 1.81E9, 3900000.0, 3.04E7, 6.0E7
1.1E8, 340000.0, 3600000.0, 9920000.0, 6.4E7, 4.3E8, 1.8E7, 6900000.0, 1.5E9, 1500000.0, 3.42E7, 8.0E7
1.18E8, 400000.0, 2600000.0, 9910000.0, 7.4E7, 2.9E8, 2.6E7, 5200000.0, 1.15E9, 3300000.0, 3.07E7, 7.0E7
1.2E8, 350000.0, 2900000.0, 9940000.0, 8.2E7, 3.7E8, 7.6E7, 3400000.0, 1.22E9, 3600000.0, 3.16E7, 5.0E7
9.4E7, 640000.0, 2400000.0, 9950000.0, 6.6E7, 2.3E8, 2.0E7, 5400000.0, 1.2E9, 3700000.0, 3.32E7, 5.0E7
8.7E7, 730000.0, 2900000.0, 9980000.0, 6.8E7, 5.6E8, 1.54E8, 4100000.0, 1.73E9, 2300000.0, 3.06E7, 6.0E7
9.5E7, 420000.0, 2300000.0, 9940000.0, 9.4E7, 1.4E8, 1.6E7, 3200000.0, 6.7E8, 1600000.0, 3.07E7, 5.0E7
9.9E7, 400000.0, 2100000.0, 9960000.0, 6.4E7, 3.5E8, 7.1E7, 5800000.0, 1.62E9, 2600000.0, 3.39E7, 6.0E7
9.4E7, 650000.0, 3900000.0, 9970000.0, 7.5E7, 2.9E8, 1.24E8, 3900000.0, 1.19E9, 3300000.0, 3.16E7, 5.0E7
1.3E8, 320000.0, 2800000.0, 9890000.0, 6.8E7, 3.8E8, 1.2E7, 4100000.0, 1.31E9, 3300000.0, 3.19E7, 6.0E7
1.2E8, 380000.0, 3500000.0, 9910000.0, 6.8E7, 1.0E8, 2.8E7, 5300000.0, 1.64E9, 3000000.0, 3.09E7, 6.0E7
1.0E8, 540000.0, 2400000.0, 9960000.0, 7.3E7, 3.4E8, 6.3E7, 5400000.0, 2.31E9, 1900000.0, 3.36E7, 6.0E7
1.13E8, 310000.0, 2400000.0, 9950000.0, 7.7E7, 4.1E8, 1.12E8, 4300000.0, 1.67E9, 4400000.0, 3.12E7, 7.0E7
1.06E8, 440000.0, 3000000.0, 9950000.0, 6.4E7, 4.3E8, 5.6E7, 4100000.0, 1.6E9, 2100000.0, 3.6E7, 6.0E7
9.3E7, 520000.0, 3600000.0, 9980000.0, 6.5E7, 5.3E8, 1.1E8, 5500000.0, 2.47E9, 3400000.0, 3.44E7, 6.0E7
9.0E7, 520000.0, 5700000.0, 1.0E7, 8.7E7, 3.4E8, 1.78E8, 8200000.0, 2.43E9, 4900000.0, 2.98E7, 5.0E7
9.8E7, 530000.0, 2800000.0, 9980000.0, 8.0E7, 8.3E8, 1.4E8, 4500000.0, 1.97E9, 2200000.0, 3.14E7, 6.0E7
9.7E7, 560000.0, 3400000.0, 9950000.0, 8.9E7, 1.4E8, 1.4E7, 4700000.0, 1.71E9, 3300000.0, 3.13E7, 5.0E7
9.8E7, 530000.0, 2800000.0, 9980000.0, 8.0E7, 8.3E8, 1.4E8, 4500000.0, 1.97E9, 2200000.0, 3.14E7, 6.0E7
1.0E8, 540000.0, 2800000.0, 9970000.0, 7.8E7, 7.8E8, 1.02E8, 4600000.0, 1.86E9, 2000000.0, 3.14E7, 6.0E7
9.5E7, 490000.0, 3000000.0, 9960000.0, 6.6E7, 5.7E8, 7.8E7, 3900000.0, 2.02E9, 2800000.0, 3.24E7, 5.0E7
1.03E8, 490000.0, 2100000.0, 9920000.0, 6.3E7, 3.5E8, 1.8E7, 5000000.0, 1.63E9, 1900000.0, 3.31E7, 6.0E7
8.9E7, 470000.0, 2000000.0, 9980000.0, 5.8E7, 2.6E8, 1.61E8, 4600000.0, 1.66E9, 3300000.0, 3.09E7, 5.0E7
9.6E7, 530000.0, 3000000.0, 9940000.0, 8.0E7, 4.8E8, 2.0E7, 4900000.0, 1.4E9, 1900000.0, 3.18E7, 6.0E7
9.2E7, 450000.0, 4200000.0, 9990000.0, 7.7E7, 4.5E8, 1.43E8, 6300000.0, 2.13E9, 3000000.0, 3.18E7, 5.0E7
8.7E7, 460000.0, 3100000.0, 1.0E7, 6.8E7, 4.0E8, 1.83E8, 4100000.0, 1.42E9, 2400000.0, 3.3E7, 5.0E7
8.9E7, 370000.0, 6700000.0, 9970000.0, 7.5E7, 5.3E8, 8.1E7, 4100000.0, 1.66E9, 2900000.0, 2.9E7, 6.0E7
1.04E8, 400000.0, 2700000.0, 9930000.0, 7.8E7, 2.5E8, 1.2E7, 5500000.0, 1.06E9, 3400000.0, 3.01E7, 5.0E7
9.2E7, 450000.0, 3600000.0, 9960000.0, 6.6E7, 5.4E8, 8.1E7, 4200000.0, 1.8E9, 2500000.0, 3.08E7, 5.0E7
9.0E7, 490000.0, 5000000.0, 9990000.0, 7.3E7, 5.6E8, 1.37E8, 6600000.0, 1.89E9, 2200000.0, 3.24E7, 6.0E7
1.04E8, 280000.0, 2700000.0, 9920000.0, 8.2E7, 1.0E8, 1.7E7, 4800000.0, 5.9E8, 3700000.0, 2.97E7, 5.0E7
1.0E8, 2040000.0, 5800000.0, 9930000.0, 6.3E7, 1.5E8, 1.4E7, 4300000.0, 9.7E8, 2000000.0, 3.16E7, 6.0E7
1.14E8, 470000.0, 3200000.0, 9940000.0, 7.0E7, 4.7E8, 6.8E7, 3900000.0, 1.93E9, 2700000.0, 3.23E7, 6.0E7
1.1E8, 470000.0, 2200000.0, 9920000.0, 7.1E7, 1.47E9, 2.0E7, 3700000.0, 3.08E9, 4900000.0, 3.24E7, 3.0E7
1.02E8, 360000.0, 3300000.0, 9970000.0, 8.8E7, 4.6E8, 9.7E7, 4000000.0, 1.72E9, 3400000.0, 3.08E7, 5.0E7
9.0E7, 520000.0, 3200000.0, 9960000.0, 6.8E7, 3.5E8, 7.6E7, 3800000.0, 1.43E9, 3100000.0, 3.14E7, 5.0E7
9.5E7, 410000.0, 4400000.0, 9970000.0, 6.3E7, 4.8E8, 1.16E8, 5200000.0, 1.95E9, 2500000.0, 3.18E7, 5.0E7
9.0E7, 510000.0, 4200000.0, 9930000.0, 5.7E7, 6.1E8, 1.1E7, 4000000.0, 1.97E9, 4500000.0, 3.02E7, 5.0E7
9.0E7, 630000.0, 2800000.0, 9970000.0, 6.4E7, 6.6E8, 1.11E8, 5700000.0, 1.69E9, 2900000.0, 2.89E7, 5.0E7
8.6E7, 760000.0, 2800000.0, 9980000.0, 6.8E7, 5.0E8, 1.33E8, 3800000.0, 1.63E9, 2700000.0, 3.03E7, 6.0E7
1.05E8, 470000.0, 3000000.0, 9940000.0, 7.4E7, 1.3E8, 8.1E7, 3500000.0, 1.14E9, 2100000.0, 3.12E7, 6.0E7
1.07E8, 360000.0, 4300000.0, 9940000.0, 8.3E7, 3.2E8, 2.5E7, 4700000.0, 1.16E9, 4900000.0, 3.23E7, 6.0E7
9.5E7, 480000.0, 3500000.0, 9960000.0, 6.8E7, 7.6E8, 7.8E7, 4300000.0, 1.97E9, 2700000.0, 3.24E7, 6.0E7
8.9E7, 560000.0, 3000000.0, 9990000.0, 7.6E7, 5.3E8, 1.42E8, 4600000.0, 2.13E9, 2000000.0, 3.14E7, 8.0E7
9.1E7, 490000.0, 5800000.0, 1.0E7, 8.1E7, 4.8E8, 1.67E8, 6200000.0, 1.81E9, 1900000.0, 3.2E7, 6.0E7
9.1E7, 540000.0, 2700000.0, 9940000.0, 6.4E7, 5.0E7, 1.1E7, 5200000.0, 1.1E9, 4300000.0, 3.24E7, 4.0E7
1.0E8, 430000.0, 3900000.0, 9950000.0, 7.2E7, 2.1E8, 1.8E7, 4700000.0, 1.59E9, 1500000.0, 3.52E7, 5.0E7
1.18E8, 260000.0, 3000000.0, 9930000.0, 9.0E7, 1.4E8, 8.1E7, 3600000.0, 7.1E8, 5500000.0, 2.94E7, 5.0E7
1.18E8, 260000.0, 3000000.0, 9930000.0, 9.0E7, 1.4E8, 8.1E7, 3600000.0, 7.1E8, 5500000.0, 2.94E7, 5.0E7
1.15E8, 500000.0, 3400000.0, 9940000.0, 7.7E7, 3.6E8, 6.4E7, 7000000.0, 1.63E9, 2600000.0, 3.19E7, 6.0E7
9.2E7, 400000.0, 3900000.0, 9970000.0, 7.6E7, 4.5E8, 7.6E7, 5300000.0, 2.15E9, 3400000.0, 3.11E7, 6.0E7
1.07E8, 420000.0, 2600000.0, 9940000.0, 7.6E7, 3.2E8, 6.5E7, 4700000.0, 1.6E9, 2900000.0, 3.14E7, 5.0E7
1.07E8, 420000.0, 2600000.0, 9940000.0, 7.6E7, 3.2E8, 6.5E7, 4700000.0, 1.6E9, 2900000.0, 3.14E7, 5.0E7
1.06E8, 420000.0, 3500000.0, 9930000.0, 8.7E7, 1.1E8, 6000000.0, 3800000.0, 7.1E8, 2400000.0, 3.08E7, 5.0E7
9.5E7, 320000.0, 4500000.0, 9970000.0, 6.7E7, 5.6E8, 1.06E8, 5900000.0, 2.12E9, 3000000.0, 3.22E7, 6.0E7
9.9E7, 340000.0, 400000.0, 9960000.0, 5.7E7, 2.2E8, 1.26E8, 6300000.0, 1.15E9, 3850000.0, 3.28E7, 6.0E7
9.3E7, 460000.0, 4300000.0, 9980000.0, 8.3E7, 2.2E8, 9.2E7, 4700000.0, 1.26E9, 3300000.0, 3.38E7, 5.0E7
1.24E8, 260000.0, 2900000.0, 9920000.0, 8.6E7, 1.9E8, 4.1E7, 3800000.0, 1.01E9, 4850000.0, 3.01E7, 5.0E7
1.2E8, 310000.0, 3100000.0, 9930000.0, 6.7E7, 2.0E8, 4.9E7, 8200000.0, 1.51E9, 3100000.0, 3.36E7, 7.0E7
8.8E7, 400000.0, 4600000.0, 9930000.0, 5.7E7, 3.1E8, 1.4E7, 4700000.0, 1.69E9, 4600000.0, 3.13E7, 5.0E7
9.9E7, 500000.0, 2800000.0, 9930000.0, 7.8E7, 2.1E8, 1.8E7, 4400000.0, 1.27E9, 2700000.0, 3.15E7, 5.0E7
9.5E7, 400000.0, 2600000.0, 9950000.0, 6.5E7, 3.1E8, 5.2E7, 6800000.0, 1.4E9, 1900000.0, 3.26E7, 6.0E7
9.5E7, 420000.0, 2800000.0, 9950000.0, 6.6E7, 5.1E8, 4.9E7, 7500000.0, 1.8E9, 2200000.0, 3.3E7, 6.0E7
9.4E7, 490000.0, 3100000.0, 9940000.0, 8.3E7, 4.8E8, 1.5E7, 5800000.0, 1.53E9, 1700000.0, 3.12E7, 6.0E7
9.5E7, 450000.0, 1900000.0, 9960000.0, 7.2E7, 5.3E8, 7.7E7, 3800000.0, 1.76E9, 2400000.0, 3.17E7, 5.0E7
8.8E7, 560000.0, 1500000.0, 9940000.0, 6.0E7, 3.5E8, 1.5E7, 4500000.0, 1.28E9, 2700000.0, 3.12E7, 5.0E7
9.1E7, 500000.0, 3400000.0, 9950000.0, 6.8E7, 5.0E7, 6.0E7, 4000000.0, 1.29E9, 3200000.0, 3.19E7, 5.0E7
9.0E7, 570000.0, 4700000.0, 1.0E7, 8.5E7, 4.0E8, 1.52E8, 6600000.0, 2.34E9, 2400000.0, 3.02E7, 5.0E7
9.9E7, 500000.0, 1500000.0, 9930000.0, 5.7E7, 2.0E8, 1.9E7, 6200000.0, 9.3E8, 3300000.0, 3.38E7, 5.0E7
1.22E8, 350000.0, 2800000.0, 9920000.0, 7.7E7, 3.6E8, 4.9E7, 5800000.0, 1.09E9, 3900000.0, 3.19E7, 7.0E7
9.2E7, 540000.0, 500000.0, 9950000.0, 5.9E7, 3.6E8, 2.6E7, 5000000.0, 1.46E9, 5000000.0, 3.43E7, 6.0E7
1.17E8, 360000.0, 3900000.0, 9920000.0, 6.8E7, 1.5E8, 1.4E7, 7200000.0, 1.15E9, 2800000.0, 3.27E7, 5.0E7
9.6E7, 560000.0, 3200000.0, 1.0E7, 7.1E7, 4.9E8, 1.69E8, 3800000.0, 1.58E9, 2200000.0, 3.37E7, 6.0E7
1.19E8, 300000.0, 2700000.0, 9910000.0, 8.3E7, 2.2E8, 2.1E7, 6800000.0, 1.62E9, 2400000.0, 2.99E7, 6.0E7
1.01E8, 540000.0, 2600000.0, 9970000.0, 7.2E7, 4.1E8, 7.1E7, 5500000.0, 2.24E9, 1600000.0, 3.38E7, 5.0E7
9.6E7, 560000.0, 3000000.0, 9950000.0, 7.2E7, 2.6E8, 6.8E7, 4000000.0, 1.05E9, 1150000.0, 3.44E7, 6.0E7
1.06E8, 400000.0, 2000000.0, 9960000.0, 6.4E7, 2.0E8, 1.56E8, 5400000.0, 1.42E9, 2900000.0, 3.1E7, 5.0E7
9.2E7, 560000.0, 6400000.0, 9970000.0, 7.1E7, 1.2E8, 1.32E8, 3900000.0, 1.05E9, 3300000.0, 3.05E7, 5.0E7
1.06E8, 480000.0, 2700000.0, 9940000.0, 7.4E7, 2.6E8, 1.3E7, 6600000.0, 1.05E9, 1800000.0, 3.52E7, 6.0E7
1.16E8, 280000.0, 2800000.0, 9980000.0, 8.4E7, 5.5E8, 1.88E8, 3500000.0, 1.3E9, 2200000.0, 2.96E7, 5.0E7
9.1E7, 530000.0, 3000000.0, 9990000.0, 7.4E7, 4.85E8, 1.28E8, 4900000.0, 2.29E9, 1900000.0, 3.14E7, 7.0E7
1.27E8, 440000.0, 4200000.0, 9910000.0, 7.6E7, 2.9E8, 2.6E7, 5100000.0, 1.1E9, 2700000.0, 3.31E7, 6.0E7
9.7E7, 580000.0, 4100000.0, 9970000.0, 7.9E7, 3.1E8, 4.9E7, 5100000.0, 1.53E9, 2800000.0, 3.27E7, 6.0E7
9.4E7, 480000.0, 3200000.0, 9970000.0, 7.1E7, 3.6E8, 1.22E8, 5400000.0, 1.25E9, 1800000.0, 2.92E7, 6.0E7
1.17E8, 360000.0, 2900000.0, 9900000.0, 7.3E7, 2.6E8, 1.0E7, 3700000.0, 1.01E9, 1800000.0, 3.09E7, 6.0E7
9.7E7, 510000.0, 1900000.0, 9960000.0, 7.1E7, 5.3E8, 8.2E7, 5200000.0, 1.87E9, 2600000.0, 3.16E7, 5.0E7
9.5E7, 490000.0, 4200000.0, 9970000.0, 6.6E7, 7.7E8, 1.13E8, 5200000.0, 2.31E9, 2500000.0, 3.24E7, 6.0E7
1.02E8, 560000.0, 3400000.0, 9970000.0, 7.7E7, 3.5E8, 1.0E8, 6000000.0, 1.78E9, 3900000.0, 3.26E7, 5.0E7
1.15E8, 510000.0, 3800000.0, 9930000.0, 8.1E7, 1.8E8, 3.8E7, 3800000.0, 1.29E9, 2500000.0, 3.21E7, 6.0E7
1.05E8, 410000.0, 2900000.0, 9950000.0, 7.7E7, 2.9E8, 6.9E7, 6000000.0, 1.63E9, 2800000.0, 3.44E7, 6.0E7
1.15E8, 340000.0, 3500000.0, 9950000.0, 6.9E7, 4.2E8, 9.2E7, 3600000.0, 1.5E9, 2500000.0, 3.21E7, 6.0E7
9.5E7, 540000.0, 3100000.0, 9940000.0, 8.4E7, 1.6E8, 2.8E7, 4500000.0, 8.9E8, 2000000.0, 2.96E7, 6.0E7
9.5E7, 480000.0, 4200000.0, 9970000.0, 6.9E7, 1.0E8, 8.5E7, 4600000.0, 1.47E9, 4400000.0, 3.32E7, 6.0E7
9.4E7, 400000.0, 1900000.0, 9960000.0, 7.1E7, 4.8E8, 7.8E7, 5000000.0, 1.84E9, 2800000.0, 3.16E7, 5.0E7
8.8E7, 940000.0, 4500000.0, 9970000.0, 6.1E7, 4.9E8, 1.06E8, 5400000.0, 1.69E9, 2300000.0, 3.05E7, 5.0E7
1.04E8, 490000.0, 1900000.0, 9920000.0, 6.2E7, 4.7E8, 3.4E7, 4300000.0, 1.72E9, 2600000.0, 3.14E7, 6.0E7
9.3E7, 490000.0, 2800000.0, 9970000.0, 7.6E7, 5.7E8, 1.04E8, 4500000.0, 2.05E9, 4800000.0, 3.24E7, 5.0E7
1.15E8, 320000.0, 3100000.0, 9920000.0, 8.5E7, 1.1E8, 2.8E7, 4400000.0, 6.1E8, 2500000.0, 3.06E7, 6.0E7
1.06E8, 270000.0, 3200000.0, 9950000.0, 9.4E7, 2.0E8, 6.5E7, 4300000.0, 1.67E9, 4200000.0, 3.08E7, 5.0E7
1.04E8, 350000.0, 2800000.0, 9950000.0, 6.2E7, 2.8E8, 8.5E7, 4200000.0, 1.08E9, 2500000.0, 3.4E7, 6.0E7
1.01E8, 530000.0, 3200000.0, 9950000.0, 6.1E7, 1.0E8, 6.2E7, 4700000.0, 9.4E8, 4600000.0, 3.35E7, 5.0E7
9.4E7, 430000.0, 1800000.0, 9960000.0, 6.7E7, 5.7E8, 7.7E7, 4400000.0, 2.0E9, 3100000.0, 3.17E7, 6.0E7
1.02E8, 470000.0, 2500000.0, 9930000.0, 6.4E7, 2.0E8, 1.3E7, 5400000.0, 7.7E8, 1600000.0, 3.61E7, 6.0E7
1.03E8, 460000.0, 2200000.0, 9930000.0, 6.3E7, 1.8E8, 1.3E7, 5500000.0, 6.6E8, 1600000.0, 3.61E7, 6.0E7
9.4E7, 580000.0, 2800000.0, 9990000.0, 6.6E7, 2.5E8, 1.21E8, 4500000.0, 1.25E9, 2200000.0, 3.45E7, 5.0E7
9.2E7, 530000.0, 5500000.0, 9980000.0, 6.8E7, 3.4E8, 1.46E8, 4400000.0, 1.59E9, 2100000.0, 2.93E7, 5.0E7
9.2E7, 530000.0, 5500000.0, 9980000.0, 6.8E7, 3.4E8, 1.46E8, 4400000.0, 1.59E9, 2100000.0, 2.93E7, 5.0E7
1.02E8, 530000.0, 0.0, 9940000.0, 4.6E7, 1.1E8, 1.4E7, 5500000.0, 1.78E9, 4450000.0, 3.79E7, 5.0E7
1.05E8, 320000.0, 3200000.0, 9920000.0, 7.5E7, 3.1E8, 1.4E7, 4200000.0, 1.61E9, 3000000.0, 2.95E7, 5.0E7
1.03E8, 480000.0, 3400000.0, 9970000.0, 8.3E7, 5.0E8, 1.02E8, 5100000.0, 1.18E9, 2700000.0, 3.18E7, 5.0E7
9.7E7, 510000.0, 3000000.0, 9980000.0, 7.2E7, 4.0E8, 8.4E7, 6200000.0, 1.67E9, 3400000.0, 3.48E7, 5.0E7
1.22E8, 290000.0, 3100000.0, 9910000.0, 8.3E7, 1.4E8, 2.0E7, 7700000.0, 1.41E9, 2600000.0, 2.95E7, 6.0E7
1.07E8, 440000.0, 2600000.0, 9930000.0, 7.0E7, 4.6E8, 1.4E7, 4800000.0, 8.9E8, 1800000.0, 3.39E7, 7.0E7
1.11E8, 460000.0, 2800000.0, 9920000.0, 6.5E7, 2.6E8, 1.4E7, 4800000.0, 6.6E8, 2100000.0, 3.43E7, 6.0E7
9.7E7, 530000.0, 2600000.0, 9980000.0, 6.7E7, 4.4E8, 1.26E8, 4200000.0, 1.82E9, 2400000.0, 3.42E7, 5.0E7
9.0E7, 500000.0, 4400000.0, 9970000.0, 7.4E7, 4.0E8, 7.6E7, 5200000.0, 2.27E9, 3300000.0, 3.12E7, 5.0E7
1.05E8, 390000.0, 2400000.0, 9950000.0, 6.3E7, 2.5E8, 6.0E7, 4900000.0, 1.07E9, 1000000.0, 3.59E7, 7.0E7
9.2E7, 990000.0, 7300000.0, 9960000.0, 6.2E7, 4.7E8, 7.2E7, 4300000.0, 2.02E9, 4500000.0, 3.21E7, 5.0E7
1.1E8, 250000.0, 2900000.0, 9930000.0, 6.7E7, 2.6E8, 5.8E7, 5300000.0, 7.4E8, 2600000.0, 3.28E7, 6.0E7
8.7E7, 420000.0, 6800000.0, 9980000.0, 7.6E7, 5.6E8, 1.29E8, 4100000.0, 1.6E9, 2000000.0, 3.05E7, 5.0E7
1.18E8, 370000.0, 2700000.0, 9920000.0, 6.5E7, 1.3E8, 4.9E7, 4100000.0, 1.01E9, 1900000.0, 3.17E7, 6.0E7
1.03E8, 460000.0, 2400000.0, 9930000.0, 6.1E7, 1.7E8, 1.4E7, 5700000.0, 7.7E8, 1600000.0, 3.66E7, 6.0E7
1.27E8, 330000.0, 2600000.0, 9910000.0, 7.9E7, 2.3E8, 4.45E7, 5200000.0, 1.0E9, 4400000.0, 3.17E7, 6.0E7
1.1E8, 360000.0, 2700000.0, 9940000.0, 7.6E7, 2.3E8, 5.8E7, 5400000.0, 1.09E9, 3100000.0, 3.34E7, 6.0E7
1.02E8, 340000.0, 2800000.0, 9940000.0, 7.1E7, 2.3E8, 2.7E7, 6400000.0, 1.11E9, 2100000.0, 3.35E7, 4.0E7
1.01E8, 470000.0, 2600000.0, 9960000.0, 7.0E7, 3.0E8, 6.85E7, 5800000.0, 2.2E9, 1600000.0, 3.38E7, 6.0E7
